"gene_id","symbol","name","kegg"
"11464","Actc1","actin, alpha, cardiac muscle 1","04260; 05410; 05414"
"11465","Actg1","actin, gamma, cytoplasmic 1","04145; 04510; 04520; 04530; 04670; 04810; 05100; 05410; 05412; 05414; 05416"
"11468","Actg2","actin, gamma 2, smooth muscle, enteric","04270"
"11470","Actl7a","actin-like 7a","NA"
"11471","Actl7b","actin-like 7b","NA"
"11472","Actn2","actinin alpha 2","04510; 04520; 04530; 04670; 04810; 05146; 05322; 05412"
"11474","Actn3","actinin alpha 3","04510; 04520; 04530; 04670; 04810; 05146; 05322; 05412"
"11475","Acta2","actin, alpha 2, smooth muscle, aorta","04270"
"11477","Acvr1","activin A receptor, type 1","04060; 04350"
"11479","Acvr1b","activin A receptor, type 1B","04060"
"11480","Acvr2a","activin receptor IIA","04060; 04350"
"11481","Acvr2b","activin receptor IIB","04060; 04350"
"11482","Acvrl1","activin A receptor, type II-like 1","NA"
"11484","Aspa","aspartoacylase","00250; 00340"
"11486","Ada","adenosine deaminase","00230; 01100; 05340"
"11487","Adam10","a disintegrin and metallopeptidase domain 10","05010"
"11488","Adam11","a disintegrin and metallopeptidase domain 11","NA"
"11489","Adam12","a disintegrin and metallopeptidase domain 12 (meltrin alpha)","NA"
"11490","Adam15","a disintegrin and metallopeptidase domain 15 (metargidin)","NA"
"11491","Adam17","a disintegrin and metallopeptidase domain 17","04330; 05010"
"11492","Adam19","a disintegrin and metallopeptidase domain 19 (meltrin beta)","NA"
"11495","Adam2","a disintegrin and metallopeptidase domain 2","NA"
"11496","Adam22","a disintegrin and metallopeptidase domain 22","NA"
"11497","Adam3","a disintegrin and metallopeptidase domain 3 (cyritestin)","NA"
"11498","Adam4","a disintegrin and metallopeptidase domain 4","NA"
"11499","Adam5","a disintegrin and metallopeptidase domain 5","NA"
"11500","Adam7","a disintegrin and metallopeptidase domain 7","NA"
"11501","Adam8","a disintegrin and metallopeptidase domain 8","NA"
"11502","Adam9","a disintegrin and metallopeptidase domain 9 (meltrin gamma)","NA"
"11504","Adamts1","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1","NA"
"11512","Adcy6","adenylate cyclase 6","00230; 04062; 04114; 04270; 04540; 04742; 04912; 04914; 04916; 04962; 04970; 04971; 04972; 04976; 05414"
"11513","Adcy7","adenylate cyclase 7","00230; 04020; 04062; 04114; 04270; 04540; 04912; 04914; 04916; 04970; 04971; 04972; 04976; 05414"
"11514","Adcy8","adenylate cyclase 8","00230; 04020; 04062; 04114; 04270; 04540; 04720; 04742; 04912; 04914; 04916; 04970; 04971; 04972; 04976; 05414"
"11515","Adcy9","adenylate cyclase 9","00230; 04020; 04062; 04114; 04270; 04540; 04912; 04914; 04916; 04962; 04970; 04971; 04972; 04976; 05414"
"11516","Adcyap1","adenylate cyclase activating polypeptide 1","NA"
"11517","Adcyap1r1","adenylate cyclase activating polypeptide 1 receptor 1","04080"
"11518","Add1","adducin 1 (alpha)","NA"
"11519","Add2","adducin 2 (beta)","NA"
"11520","Plin2","perilipin 2","NA"
"11522","Adh1","alcohol dehydrogenase 1 (class I)","00010; 00071; 00350; 00830; 00980; 00982; 01100"
"11529","Adh7","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide","00010; 00071; 00350; 00830; 00980; 00982; 01100"
"11532","Adh5","alcohol dehydrogenase 5 (class III), chi polypeptide","00010; 00071; 00350; 00830; 00980; 00982; 01100"
"11533","Adh5-ps1","alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 1","NA"
"11534","Adk","adenosine kinase","00230; 01100"
"11535","Adm","adrenomedullin","NA"
"11536","Gpr182","G protein-coupled receptor 182","NA"
"11537","Cfd","complement factor D (adipsin)","04610; 05150"
"11538","Adnp","activity-dependent neuroprotective protein","NA"
"11539","Adora1","adenosine A1 receptor","04080"
"11540","Adora2a","adenosine A2a receptor","04020; 04080; 04270"
"11541","Adora2b","adenosine A2b receptor","04020; 04080; 04270"
"11542","Adora3","adenosine A3 receptor","04080"
"11544","Adprh","ADP-ribosylarginine hydrolase","NA"
"11545","Parp1","poly (ADP-ribose) polymerase family, member 1","03410"
"11546","Parp2","poly (ADP-ribose) polymerase family, member 2","03410"
"11548","Adra1b","adrenergic receptor, alpha 1b","04020; 04080; 04270; 04970"
"11549","Adra1a","adrenergic receptor, alpha 1a","04020; 04080; 04270; 04970"
"11550","Adra1d","adrenergic receptor, alpha 1d","04020; 04080; 04270; 04970"
"11551","Adra2a","adrenergic receptor, alpha 2a","04080"
"11552","Adra2b","adrenergic receptor, alpha 2b","04080"
"11553","Adra2c","adrenergic receptor, alpha 2c","04080"
"11554","Adrb1","adrenergic receptor, beta 1","04020; 04080; 04144; 04540; 04970; 05414"
"11555","Adrb2","adrenergic receptor, beta 2","04020; 04080; 04144; 04970"
"11556","Adrb3","adrenergic receptor, beta 3","04020; 04080; 04144; 04970"
"11564","Adsl","adenylosuccinate lyase","00230; 00250; 01100"
"11565","Adssl1","adenylosuccinate synthetase like 1","00230; 00250; 01100"
"11566","Adss","adenylosuccinate synthetase, non muscle","00230; 00250; 01100"
"11567","Avil","advillin","NA"
"11568","Aebp1","AE binding protein 1","NA"
"11569","Aebp2","AE binding protein 2","NA"
"11571","Crisp1","cysteine-rich secretory protein 1","NA"
"11572","Crisp3","cysteine-rich secretory protein 3","NA"
"11576","Afp","alpha fetoprotein","NA"
"11592","ag","agitans","NA"
"11593","Aga","aspartylglucosaminidase","00511; 04142"
"11595","Acan","aggrecan","NA"
"11596","Ager","advanced glycosylation end product-specific receptor","NA"
"11600","Angpt1","angiopoietin 1","05323"
"11601","Angpt2","angiopoietin 2","NA"
"11602","Angpt4","angiopoietin 4","NA"
"11603","Agrn","agrin","04512"
"11604","Agrp","agouti related protein","04920"
"11605","Gla","galactosidase, alpha","00052; 00561; 00600; 00603; 04142"
"11606","Agt","angiotensinogen (serpin peptidase inhibitor, clade A, member 8)","04614"
"11607","Agtr1a","angiotensin II receptor, type 1a","04020; 04080; 04270; 04614"
"11608","Agtr1b","angiotensin II receptor, type 1b","04020; 04080; 04270; 04614"
"11609","Agtr2","angiotensin II receptor, type 2","04080; 04614"
"11610","Agtrap","angiotensin II, type I receptor-associated protein","NA"
"11611","Agxt","alanine-glyoxylate aminotransferase","00250; 00260; 01100; 04146"
"11614","Nr0b1","nuclear receptor subfamily 0, group B, member 1","NA"
"11615","Gm4737","S-adenosylhomocysteine hydrolase pseudogene","NA"
"11622","Ahr","aryl-hydrocarbon receptor","NA"
"11624","Ahrr","aryl-hydrocarbon receptor repressor","NA"
"11625","Ahsg","alpha-2-HS-glycoprotein","NA"
"11628","Aicda","activation-induced cytidine deaminase","04672; 05340"
"11629","Aif1","allograft inflammatory factor 1","NA"
"11630","Aim1","absent in melanoma 1","NA"
"11632","Aip","aryl-hydrocarbon receptor-interacting protein","NA"
"11634","Aire","autoimmune regulator (autoimmune polyendocrinopathy candidiasis ectodermal dystrophy)","04120; 05340"
"11636","Ak1","adenylate kinase 1","00230; 01100"
"11637","Ak2","adenylate kinase 2","00230; 01100"
"11639","Ak4","adenylate kinase 4","00230; 01100"
"11640","Akap1","A kinase (PRKA) anchor protein 1","NA"
"11641","Akap2","A kinase (PRKA) anchor protein 2","NA"
"11642","Akap3","A kinase (PRKA) anchor protein 3","NA"
"11643","Akap4","A kinase (PRKA) anchor protein 4","NA"
"11647","Alpl","alkaline phosphatase, liver/bone/kidney","00790; 01100"
"11648","Akp3","alkaline phosphatase 3, intestine, not Mn requiring","00790; 01100"
"11650","Alppl2","alkaline phosphatase, placental-like 2","00790; 01100"
"11651","Akt1","thymoma viral proto-oncogene 1","04010; 04012; 04062; 04150; 04210; 04370; 04380; 04510; 04530; 04620; 04630; 04660; 04662; 04664; 04666; 04722; 04910; 04914; 04920; 04973; 05142; 05145; 05160; 05200; 05210; 05211; 05212; 05213; 05214; 05215; 05218; 05220; 05221; 05222; 05223"
"11652","Akt2","thymoma viral proto-oncogene 2","04010; 04012; 04062; 04150; 04210; 04370; 04380; 04510; 04530; 04620; 04630; 04660; 04662; 04664; 04666; 04722; 04910; 04914; 04920; 04973; 05142; 05145; 05160; 05200; 05210; 05211; 05212; 05213; 05214; 05215; 05218; 05220; 05221; 05222; 05223"
"11655","Alas1","aminolevulinic acid synthase 1","00260; 00860; 01100"
"11656","Alas2","aminolevulinic acid synthase 2, erythroid","00260; 00860; 01100"
"11657","Alb","albumin","NA"
"11658","Alcam","activated leukocyte cell adhesion molecule","04514"
"11666","Abcd1","ATP-binding cassette, sub-family D (ALD), member 1","02010; 04146"
"11668","Aldh1a1","aldehyde dehydrogenase family 1, subfamily A1","00010; 00040; 00053; 00071; 00280; 00310; 00330; 00340; 00380; 00410; 00561; 00620; 00640; 01100"
"11669","Aldh2","aldehyde dehydrogenase 2, mitochondrial","00010; 00040; 00053; 00071; 00280; 00310; 00330; 00340; 00380; 00410; 00561; 00620; 00640; 01100"
"11670","Aldh3a1","aldehyde dehydrogenase family 3, subfamily A1","00010; 00340; 00350; 00360; 00980; 00982; 01100"
"11671","Aldh3a2","aldehyde dehydrogenase family 3, subfamily A2","00010; 00040; 00053; 00071; 00280; 00310; 00330; 00340; 00380; 00410; 00561; 00620; 00640; 01100"
"11674","Aldoa","aldolase A, fructose-bisphosphate","00010; 00030; 00051; 01100"
"11676","Aldoc","aldolase C, fructose-bisphosphate","00010; 00030; 00051; 01100"
"11677","Akr1b3","aldo-keto reductase family 1, member B3 (aldose reductase)","00040; 00051; 00052; 00561; 00620; 01100"
"11682","Alk","anaplastic lymphoma kinase","NA"
"11684","Alox12","arachidonate 12-lipoxygenase","00590; 01100"
"11685","Alox12e","arachidonate lipoxygenase, epidermal","00590; 01100"
"11686","Alox12b","arachidonate 12-lipoxygenase, 12R type","00590; 01100"
"11687","Alox15","arachidonate 15-lipoxygenase","00590; 01100"
"11688","Alox8","arachidonate 8-lipoxygenase","00590; 01100"
"11689","Alox5","arachidonate 5-lipoxygenase","00590; 01100; 05145"
"11690","Alox5ap","arachidonate 5-lipoxygenase activating protein","NA"
"11691","alp","alopecia, recessive","NA"
"11692","Gfer","growth factor, erv1 (S. cerevisiae)-like (augmenter of liver regeneration)","NA"
"11694","Alx3","aristaless-like homeobox 3","NA"
"11695","Alx4","aristaless-like homeobox 4","NA"
"11697","am","amputated","NA"
"11698","Ambn","ameloblastin","NA"
"11699","Ambp","alpha 1 microglobulin/bikunin","NA"
"11700","amd","autoimmune myocardial disease","NA"
"11701","Amd-ps1","S-adenosylmethionine decarboxylase, pseudogene 1","NA"
"11702","Amd1","S-adenosylmethionine decarboxylase 1","00270; 00330; 01100"
"11704","Amelx","amelogenin X chromosome","NA"
"11705","Amh","anti-Mullerian hormone","04060; 04350"
"11717","Ampd3","adenosine monophosphate deaminase 3","00230; 01100"
"11720","Mat1a","methionine adenosyltransferase I, alpha","00270; 01100"
"11722","Amy1","amylase 1, salivary","00500; 01100; 04973"
"11727","Ang","angiogenin, ribonuclease, RNase A family, 5","NA"
"11728","Ang-ps1","angiogenin, ribonuclease A family, pseudogene 1","NA"
"11730","Ang3","angiogenin, ribonuclease A family, member 3","NA"
"11731","Ang2","angiogenin, ribonuclease A family, member 2","NA"
"11732","Ank","progressive ankylosis","NA"
"11733","Ank1","ankyrin 1, erythroid","NA"
"11735","Ank3","ankyrin 3, epithelial","NA"
"11736","Ankfy1","ankyrin repeat and FYVE domain containing 1","NA"
"11737","Anp32a","acidic (leucine-rich) nuclear phosphoprotein 32 family, member A","NA"
"11739","Slc25a4","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4","04020; 05012; 05016"
"11740","Slc25a5","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5","04020; 05012; 05016"
"11743","anx","anorexia","NA"
"11744","Anxa11","annexin A11","NA"
"11745","Anxa3","annexin A3","NA"
"11746","Anxa4","annexin A4","NA"
"11747","Anxa5","annexin A5","NA"
"11749","Anxa6","annexin A6","NA"
"11750","Anxa7","annexin A7","NA"
"11752","Anxa8","annexin A8","NA"
"11753","ao","apampischo","NA"
"11754","Aoc3","amine oxidase, copper containing 3","00260; 00350; 00360; 00410; 01100"
"11757","Prdx3","peroxiredoxin 3","NA"
"11758","Prdx6","peroxiredoxin 6","00360; 01100"
"11761","Aox1","aldehyde oxidase 1","00280; 00350; 00380; 00750; 00760; 00982; 01100"
"11763","ap","alopecia periodica","NA"
"11764","Ap1b1","adaptor protein complex AP-1, beta 1 subunit","04142"
"11765","Ap1g1","adaptor protein complex AP-1, gamma 1 subunit","04142"
"11766","Ap1g2","adaptor protein complex AP-1, gamma 2 subunit","04142"
"11767","Ap1m1","adaptor-related protein complex AP-1, mu subunit 1","04142"
"11768","Ap1m2","adaptor protein complex AP-1, mu 2 subunit","04142"
"11769","Ap1s1","adaptor protein complex AP-1, sigma 1","04142"
"11770","Fabp4","fatty acid binding protein 4, adipocyte","03320"
"11771","Ap2a1","adaptor protein complex AP-2, alpha 1 subunit","04144; 05016"
"11772","Ap2a2","adaptor protein complex AP-2, alpha 2 subunit","04144; 05016"
"11773","Ap2m1","adaptor protein complex AP-2, mu1","04144; 05016"
"11774","Ap3b1","adaptor-related protein complex 3, beta 1 subunit","04142"
"11775","Ap3b2","adaptor-related protein complex 3, beta 2 subunit","04142"
"11776","Ap3d1","adaptor-related protein complex 3, delta 1 subunit","04142"
"11777","Ap3s1","adaptor-related protein complex 3, sigma 1 subunit","04142"
"11778","Ap3s2","adaptor-related protein complex 3, sigma 2 subunit","04142"
"11781","Ap4m1","adaptor-related protein complex AP-4, mu 1","04142"
"11782","Ap4s1","adaptor-related protein complex AP-4, sigma 1","04142"
"11783","Apaf1","apoptotic peptidase activating factor 1","04115; 04210; 05010; 05012; 05014; 05016; 05222"
"11784","Apba2","amyloid beta (A4) precursor protein-binding, family A, member 2","NA"
"11785","Apbb1","amyloid beta (A4) precursor protein-binding, family B, member 1","05010"
"11787","Apbb2","amyloid beta (A4) precursor protein-binding, family B, member 2","NA"
"11789","Apc","adenomatosis polyposis coli","04310; 04810; 05200; 05210; 05213; 05217"
"11790","Speg","SPEG complex locus","NA"
"11792","Apex1","apurinic/apyrimidinic endonuclease 1","03410"
"11793","Atg5","autophagy-related 5 (yeast)","04140; 04622"
"11796","Birc3","baculoviral IAP repeat-containing 3","04120; 04210; 04510; 04621; 05145; 05200; 05222"
"11797","Birc2","baculoviral IAP repeat-containing 2","04120; 04210; 04510; 04621; 05145; 05200; 05222"
"11798","Xiap","X-linked inhibitor of apoptosis","04120; 04210; 04510; 04621; 05145; 05200; 05222"
"11799","Birc5","baculoviral IAP repeat-containing 5","05200; 05210"
"11800","Api5","apoptosis inhibitor 5","NA"
"11801","Cd5l","CD5 antigen-like","NA"
"11803","Aplp1","amyloid beta (A4) precursor-like protein 1","NA"
"11804","Aplp2","amyloid beta (A4) precursor-like protein 2","NA"
"11806","Apoa1","apolipoprotein A-I","03320; 04975; 04977; 05143"
"11807","Apoa2","apolipoprotein A-II","03320"
"11808","Apoa4","apolipoprotein A-IV","04975; 04977"
"11810","Apobec1","apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1","NA"
"11811","Apobec2","apolipoprotein B mRNA editing enzyme, catalytic polypeptide 2","NA"
"11812","Apoc1","apolipoprotein C-I","NA"
"11813","Apoc2","apolipoprotein C-II","NA"
"11814","Apoc3","apolipoprotein C-III","03320"
"11815","Apod","apolipoprotein D","NA"
"11816","Apoe","apolipoprotein E","05010"
"11818","Apoh","apolipoprotein H","NA"
"11819","Nr2f2","nuclear receptor subfamily 2, group F, member 2","NA"
"11820","App","amyloid beta (A4) precursor protein","05010"
"11821","Aprt","adenine phosphoribosyl transferase","00230; 01100"
"11826","Aqp1","aquaporin 1","04964; 04976"
"11827","Aqp2","aquaporin 2","04962"
"11828","Aqp3","aquaporin 3","04962"
"11829","Aqp4","aquaporin 4","04962; 04976"
"11830","Aqp5","aquaporin 5","04970"
"11831","Aqp6","aquaporin 6","NA"
"11832","Aqp7","aquaporin 7","03320"
"11833","Aqp8","aquaporin 8","04976"
"11834","Aqr","aquarius","03040"
"11835","Ar","androgen receptor","04114; 05200; 05215"
"11836","Araf","v-raf murine sarcoma 3611 viral oncogene homolog","04012; 04270; 04650; 04720; 04730; 04810; 04910; 04914; 05160; 05200; 05210; 05211; 05212; 05213; 05214; 05215; 05218; 05219; 05220; 05221; 05223"
"11837","Rplp0","ribosomal protein, large, P0","03010"
"11838","Arc","activity regulated cytoskeletal-associated protein","NA"
"11839","Areg","amphiregulin","04012"
"11840","Arf1","ADP-ribosylation factor 1","NA"
"11841","Arf2","ADP-ribosylation factor 2","NA"
"11842","Arf3","ADP-ribosylation factor 3","NA"
"11843","Arf4","ADP-ribosylation factor 4","NA"
"11844","Arf5","ADP-ribosylation factor 5","NA"
"11845","Arf6","ADP-ribosylation factor 6","04144; 04666"
"11846","Arg1","arginase, liver","00330; 01100; 05146"
"11847","Arg2","arginase type II","00330; 01100; 05146"
"11848","Rhoa","ras homolog gene family, member A","04062; 04144; 04270; 04310; 04350; 04360; 04510; 04520; 04530; 04660; 04670; 04722; 04810; 04972; 05100; 05200; 05210"
"11849","Rhoay-ps1","ras homolog A translocated to the Y, pseudogene 1","NA"
"11850","Rhoay-ps2","ras homolog A translocated to the Y, pseudogene 2","NA"
"11851","Rhoay-ps3","ras homolog A translocated to the Y, pseudogene 3","NA"
"11852","Rhob","ras homolog gene family, member B","NA"
"11853","Rhoc","ras homolog gene family, member C","NA"
"11854","Rhod","ras homolog gene family, member D","04360"
"11855","Arhgap5","Rho GTPase activating protein 5","04510; 04670"
"11856","Arhgap6","Rho GTPase activating protein 6","NA"
"11857","Arhgdib","Rho, GDP dissociation inhibitor (GDI) beta","04722; 04962"
"11858","Rnd2","Rho family GTPase 2","NA"
"11859","Phox2a","paired-like homeobox 2a","NA"
"11861","Arl4a","ADP-ribosylation factor-like 4A","NA"
"11863","Arnt","aryl hydrocarbon receptor nuclear translocator","05200; 05211"
"11864","Arnt2","aryl hydrocarbon receptor nuclear translocator 2","05200; 05211"
"11865","Arntl","aryl hydrocarbon receptor nuclear translocator-like","04710"
"11867","Arpc1b","actin related protein 2/3 complex, subunit 1B","04666; 04810; 05100"
"11870","Art1","ADP-ribosyltransferase 1","NA"
"11871","Art2a-ps","ADP-ribosyltransferase 2a, pseudogene","NA"
"11872","Art2b","ADP-ribosyltransferase 2b","NA"
"11875","Art5","ADP-ribosyltransferase 5","NA"
"11876","Artn","artemin","NA"
"11877","Arvcf","armadillo repeat gene deleted in velo-cardio-facial syndrome","NA"
"11878","Arx","aristaless related homeobox","NA"
"11881","Arsb","arylsulfatase B","00531; 01100; 04142"
"11883","Arsa","arylsulfatase A","00600; 04142"
"11885","asa","anti-sarcolemmal autoantibodies","NA"
"11886","Asah1","N-acylsphingosine amidohydrolase 1","00600; 01100; 04142"
"11889","Asgr1","asialoglycoprotein receptor 1","NA"
"11890","Asgr2","asialoglycoprotein receptor 2","NA"
"11891","Rab27a","RAB27A, member RAS oncogene family","NA"
"11893","asp1","audiogenic seizure prone 1","NA"
"11894","asp2","audiogenic seizure prone 2","NA"
"11895","asp3","audiogenic seizure prone 3","NA"
"11898","Ass1","argininosuccinate synthetase 1","00250; 00330; 01100"
"11899","Astn1","astrotactin 1","NA"
"11904","at","atrichosis","NA"
"11905","Serpinc1","serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1","04610"
"11906","Zfhx3","zinc finger homeobox 3","NA"
"11907","Ate1","arginyltransferase 1","NA"
"11908","Atf1","activating transcription factor 1","NA"
"11909","Atf2","activating transcription factor 2","04010"
"11910","Atf3","activating transcription factor 3","NA"
"11911","Atf4","activating transcription factor 4","04010; 04141; 04720; 04722; 04912; 05215"
"11920","Atm","ataxia telangiectasia mutated homolog (human)","04110; 04115; 04210"
"11921","Atoh1","atonal homolog 1 (Drosophila)","NA"
"11922","Neurod6","neurogenic differentiation 6","NA"
"11923","Neurod4","neurogenic differentiation 4","NA"
"11924","Neurog2","neurogenin 2","NA"
"11925","Neurog3","neurogenin 3","04950"
"11927","Atox1","ATX1 (antioxidant protein 1) homolog 1 (yeast)","NA"
"11928","Atp1a1","ATPase, Na+/K+ transporting, alpha 1 polypeptide","04260; 04960; 04964; 04970; 04971; 04972; 04973; 04974; 04976"
"11931","Atp1b1","ATPase, Na+/K+ transporting, beta 1 polypeptide","04260; 04960; 04964; 04970; 04971; 04972; 04973; 04974; 04976"
"11932","Atp1b2","ATPase, Na+/K+ transporting, beta 2 polypeptide","04260; 04960; 04964; 04970; 04971; 04972; 04973; 04974; 04976"
"11933","Atp1b3","ATPase, Na+/K+ transporting, beta 3 polypeptide","04260; 04960; 04964; 04970; 04971; 04972; 04973; 04974; 04976"
"11936","Fxyd2","FXYD domain-containing ion transport regulator 2","04260; 04960; 04964; 04970; 04972; 04973; 04974; 04976"
"11937","Atp2a1","ATPase, Ca++ transporting, cardiac muscle, fast twitch 1","04020; 04972; 05010"
"11938","Atp2a2","ATPase, Ca++ transporting, cardiac muscle, slow twitch 2","04020; 04260; 04972; 05010; 05410; 05412; 05414"
"11941","Atp2b2","ATPase, Ca++ transporting, plasma membrane 2","04020; 04970; 04972"
"11944","Atp4a","ATPase, H+/K+ exchanging, gastric, alpha polypeptide","00190; 04966; 04971"
"11945","Atp4b","ATPase, H+/K+ exchanging, beta polypeptide","00190; 04966; 04971"
"11946","Atp5a1","ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1","00190; 01100; 05010; 05012; 05016"
"11947","Atp5b","ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit","00190; 01100; 05010; 05012; 05016"
"11949","Atp5c1","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1","00190; 01100; 05010; 05012; 05016"
"11950","Atp5f1","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1","00190; 01100; 05010; 05012; 05016"
"11951","Atp5g1","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c1 (subunit 9)","00190; 01100; 05010; 05012; 05016"
"11957","Atp5j","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F","00190; 01100; 05010; 05012; 05016"
"11958","Atp5k","ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit e","00190; 01100"
"11959","Atp5k-ps1","ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit e, pseudogene 1","NA"
"11964","Atp6v1a","ATPase, H+ transporting, lysosomal V1 subunit A","00190; 01100; 04145; 04966; 05323"
"11966","Atp6v1b2","ATPase, H+ transporting, lysosomal V1 subunit B2","00190; 01100; 04145; 04966; 05323"
"11972","Atp6v0d1","ATPase, H+ transporting, lysosomal V0 subunit D1","00190; 01100; 04142; 04145; 04966; 05323"
"11973","Atp6v1e1","ATPase, H+ transporting, lysosomal V1 subunit E1","00190; 01100; 04145; 04966; 05323"
"11974","Atp6v0e","ATPase, H+ transporting, lysosomal V0 subunit E","00190; 01100; 04145; 04966; 05323"
"11975","Atp6v0a1","ATPase, H+ transporting, lysosomal V0 subunit A1","00190; 01100; 04142; 04145; 04966; 05323"
"11977","Atp7a","ATPase, Cu++ transporting, alpha polypeptide","NA"
"11979","Atp7b","ATPase, Cu++ transporting, beta polypeptide","NA"
"11980","Atp8a1","ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1","NA"
"11981","Atp9a","ATPase, class II, type 9A","NA"
"11982","Atp10a","ATPase, class V, type 10A","NA"
"11983","Atpif1","ATPase inhibitory factor 1","NA"
"11984","Atp6v0c","ATPase, H+ transporting, lysosomal V0 subunit C","00190; 01100; 04142; 04145; 04966; 05323"
"11987","Slc7a1","solute carrier family 7 (cationic amino acid transporter, y+ system), member 1","NA"
"11988","Slc7a2","solute carrier family 7 (cationic amino acid transporter, y+ system), member 2","NA"
"11989","Slc7a3","solute carrier family 7 (cationic amino acid transporter, y+ system), member 3","NA"
"11990","Atrn","attractin","NA"
"11991","Hnrnpd","heterogeneous nuclear ribonucleoprotein D","NA"
"11992","Auh","AU RNA binding protein/enoyl-coenzyme A hydratase","00280; 01100"
"11993","Aup1","ancient ubiquitous protein 1","NA"
"11994","Pcdh15","protocadherin 15","NA"
"11997","Akr1b7","aldo-keto reductase family 1, member B7","00040; 00051; 00052; 00561; 00620; 01100"
