"gene_id","symbol","name","kegg"
"24197","Alpi","alkaline phosphatase, intestinal","00790; 01100"
"24202","Ampp","amplicon, Py-induced","NA"
"24203","Amy1a","amylase, alpha 1A (salivary)","00500; 01100; 04973"
"24205","Apc","adenomatous polyposis coli","04310; 04810; 05200; 05210; 05213; 05217"
"24206","Apeh","N-acylaminoacyl-peptide hydrolase","NA"
"24207","Apoc3","apolipoprotein C-III","03320"
"24208","Ar","androgen receptor","04114; 05200; 05215"
"24209","Ascl2","achaete-scute complex homolog 2 (Drosophila)","NA"
"24210","Asgr1","asialoglycoprotein receptor 1","NA"
"24211","Atp1a1","ATPase, Na+/K+ transporting, alpha 1 polypeptide","04260; 04960; 04964; 04970; 04971; 04972; 04973; 04974; 04976"
"24212","Atp1a2","ATPase, Na+/K+ transporting, alpha 2 polypeptide","04260; 04960; 04964; 04970; 04971; 04972; 04973; 04974; 04976"
"24213","Atp1a3","ATPase, Na+/K+ transporting, alpha 3 polypeptide","04260; 04960; 04964; 04970; 04971; 04972; 04973; 04974; 04976"
"24214","Atp1b2","ATPase, Na+/K+ transporting, beta 2 polypeptide","04260; 04960; 04964; 04970; 04971; 04972; 04973; 04974; 04976"
"24215","Atp2b2","ATPase, Ca++ transporting, plasma membrane 2","04020; 04970; 04972"
"24216","Atp4a","ATPase, H+/K+ exchanging, alpha polypeptide","00190; 04966; 04971"
"24217","Atp4b","ATPase, H+/K+ exchanging, beta polypeptide","00190; 04966; 04971"
"24218","Atp7b","ATPase, Cu++ transporting, beta polypeptide","NA"
"24221","Avp","arginine vasopressin","04962"
"24223","B2m","beta-2 microglobulin","04612"
"24224","Bcl2","B-cell CLL/lymphoma 2","04141; 04210; 04510; 04722; 05014; 05145; 05200; 05210; 05215; 05222"
"24225","Bdnf","brain-derived neurotrophic factor","04010; 04722; 05016"
"24230","Tspo","translocator protein","04080"
"24231","C2","complement component 2","04610; 05150; 05322"
"24232","C3","complement component 3","04145; 04610; 05140; 05142; 05150; 05322"
"24233","C4a","complement component 4A (Rodgers blood group)","04610; 05150; 05322"
"24235","C4bpa","complement component 4 binding protein, alpha","04610"
"24236","C4bpb","complement component 4 binding protein, beta","04610"
"24237","C6","complement component 6","04610; 05020; 05322"
"24239","Cacna1c","calcium channel, voltage-dependent, L type, alpha 1C subunit","04010; 04020; 04260; 04270; 04720; 04912; 04930; 05010; 05410; 05412; 05414"
"24240","Cad","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase","00240; 00250; 01100"
"24241","Calca","calcitonin-related polypeptide alpha","NA"
"24242","Calm1","calmodulin 1","04020; 04070; 04114; 04270; 04720; 04722; 04740; 04744; 04910; 04912; 04916; 04970; 04971; 05010; 05214"
"24244","Calm3","calmodulin 3","04020; 04070; 04114; 04270; 04720; 04722; 04740; 04744; 04910; 04912; 04916; 04970; 04971; 05010; 05214"
"24245","Camk2b","calcium/calmodulin-dependent protein kinase II beta","04012; 04020; 04114; 04310; 04720; 04722; 04740; 04912; 04916; 04971; 05214"
"24246","Camk2d","calcium/calmodulin-dependent protein kinase II delta","04012; 04020; 04114; 04310; 04720; 04722; 04740; 04912; 04916; 04971; 05214"
"24247","Casr","calcium-sensing receptor","NA"
"24248","Cat","catalase","00380; 01100; 04146; 05014"
"24249","S100g","S100 calcium binding protein G","NA"
"24250","Cbs","cystathionine beta synthase","00260; 00270; 01100"
"24251","Cd53","Cd53 molecule","NA"
"24252","Cebpa","CCAAT/enhancer binding protein (C/EBP), alpha","05200; 05221"
"24253","Cebpb","CCAAT/enhancer binding protein (C/EBP), beta","NA"
"24254","Cel","carboxyl ester lipase","00100; 00561; 01100; 04972; 04975"
"24255","Cftr","cystic fibrosis transmembrane conductance regulator","02010; 04971; 04972; 04976"
"24256","Psg19","pregnancy specific glycoprotein 19","NA"
"24257","Cgm4","carcinoembryonic antigen gene family 4","NA"
"24258","Chga","chromogranin A (parathyroid secretory protein 1)","NA"
"24259","Chgb","chromogranin B (secretogranin 1)","NA"
"24260","Chrm3","cholinergic receptor, muscarinic 3","04020; 04080; 04810; 04970; 04971; 04972"
"24261","Chrnb1","cholinergic receptor, nicotinic, beta 1 (muscle)","04080"
"24263","Ciaa2","CIA Autoantibody QTL 2","NA"
"24264","Ckb","creatine kinase, brain","00330; 01100"
"24265","Ckm","creatine kinase, muscle","00330; 01100"
"24267","Comt","catechol-O-methyltransferase","00140; 00350; 01100"
"24268","Cp","ceruloplasmin (ferroxidase)","00860"
"24269","Cpa1","carboxypeptidase A1 (pancreatic)","04972; 04974"
"24271","Cpb1","carboxypeptidase B1 (tissue)","04972; 04974"
"24273","Cryaa","crystallin, alpha A","04141"
"24274","Cryg@","Crystallin, gamma gene cluster","NA"
"24277","Crygc","crystallin, gamma C","NA"
"24278","Crygd","crystallin, gamma D","NA"
"24279","Cryge","crystallin, gamma E","NA"
"24282","Prl3d4","prolactin family 3, subfamily d, member 4","NA"
"24283","Prl3b1","Prolactin family 3, subfamily b, member 1","NA"
"24284","Csn1s1","casein alpha s1","NA"
"24291","Ctrb1","chymotrypsinogen B1","04972; 04974"
"24294","Cyp11b2","cytochrome P450, family 11, subfamily b, polypeptide 2","00140; 01100"
"24296","Cyp1a1","cytochrome P450, family 1, subfamily a, polypeptide 1","00140; 00380; 00830; 00980; 01100"
"24297","Cyp1a2","cytochrome P450, family 1, subfamily a, polypeptide 2","00232; 00380; 00591; 00830; 00980; 00982; 01100"
"24298","Cyp21a1","cytochrome P450, family 21, subfamily a, polypeptide 1","00140; 01100"
"24299","Cyp2a3","cytochrome P450, family 2, subfamily a, polypeptide 3","00232; 00830; 00982; 00983; 01100"
"24300","Cyp2b1","cytochrome P450, family 2, subfamily b, polypeptide 1","00590; 00830; 00980; 00982; 01100"
"24303","Cyp2d3","cytochrome P450, family 2, subfamily d, polypeptide 3","00982"
"24306","Cyp4a2","cytochrome P450, family 4, subfamily a, polypeptide 2","00071; 00590; 00830; 01100; 03320; 04270"
"24307","Cyp4b1","cytochrome P450, family 4, subfamily b, polypeptide 1","NA"
"24309","Dbp","D site of albumin promoter (albumin D-box) binding protein","NA"
"24310","Ace","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1","04614; 05142; 05410"
"24311","Ddc","dopa decarboxylase (aromatic L-amino acid decarboxylase)","00340; 00350; 00360; 00380; 01100"
"24312","Dhfr","dihydrofolate reductase","00670; 00790; 01100"
"24314","Nqo1","NAD(P)H dehydrogenase, quinone 1","NA"
"24315","Prl8a2","prolactin family 8, subfamily a, member 2","NA"
"24316","Drd1a","dopamine receptor D1A","04020; 04080; 04540"
"24318","Drd2","dopamine receptor D2","04080; 04540"
"24323","Edn1","endothelin 1","04916"
"24324","Edn2","endothelin 2","NA"
"24326","Ednra","endothelin receptor type A","04020; 04080; 04270"
"24328","Ef1","Transcription factor EF1(a)","NA"
"24329","Egfr","epidermal growth factor receptor","04010; 04012; 04020; 04060; 04144; 04320; 04510; 04520; 04540; 04810; 04912; 05160; 05200; 05212; 05213; 05214; 05215; 05218; 05219; 05223"
"24330","Egr1","early growth response 1","05020"
"24331","Cela1","chymotrypsin-like elastase family, member 1","NA"
"24332","Cela2a","chymotrypsin-like elastase family, member 2A","04972; 04974"
"24333","Eno1","enolase 1, (alpha)","00010; 01100; 03018"
"24334","Eno2","enolase 2, gamma, neuronal","00010; 01100; 03018"
"24335","Epo","erythropoietin","04060; 04630; 04640"
"24336","Epor","erythropoietin receptor","04060; 04630; 04640"
"24337","Erbb2","v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)","04012; 04020; 04510; 04520; 05200; 05212; 05213; 05215; 05219; 05223"
"24338","Ephb1","Eph receptor B1","04360"
"24346","Ces1c","carboxylesterase 1C","NA"
"24356","Ets1","v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)","04320; 05211"
"24360","Fabp1","fatty acid binding protein 1, liver","03320; 04975"
"24361","Fancc","Fanconi anemia, complementation group C","NA"
"24362","Fbp1","fructose-1,6-bisphosphatase 1","00010; 00030; 00051; 01100; 04910"
"24366","Fgb","fibrinogen beta chain","04610"
"24367","Fgg","fibrinogen gamma chain","04610; 05150"
"24368","Fh","fumarate hydratase","00020; 01100; 05200; 05211"
"24370","Foxg1","forkhead box G1","NA"
"24373","Fst","follistatin","04350"
"24375","Fuca1","fucosidase, alpha-L- 1, tissue","00511; 04142"
"24377","G6pd","glucose-6-phosphate dehydrogenase","00030; 00480; 01100"
"24379","Gad1","glutamate decarboxylase 1","00250; 00410; 00430; 00650; 01100; 04940"
"24380","Gad2","glutamate decarboxylase 2","00250; 00410; 00430; 00650; 01100; 04940"
"24382","Ganc","glucosidase, alpha; neutral C","00052; 00500; 01100"
"24383","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","00010; 01100; 05010"
"24384","Gc","group specific component","NA"
"24385","Gck","glucokinase","00010; 00052; 00500; 00520; 00524; 01100; 04910; 04930; 04950"
"24387","Gfap","glial fibrillary acidic protein","NA"
"24388","Gfi1","growth factor independent 1 transcription repressor","NA"
"24390","B4galt1","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1","00052; 00510; 00514; 00533; 00601; 01100"
"24391","Gh1","growth hormone 1","04080; 04630"
"24392","Gja1","gap junction protein, alpha 1","04540; 05412"
"24397","Glra2","glycine receptor, alpha 2","04080"
"24398","Gls","glutaminase","00250; 00330; 00471; 00910; 01100; 04964"
"24399","Glud1","glutamate dehydrogenase 1","00250; 00330; 00471; 00910; 01100; 04964"
"24400","Gnb1","guanine nucleotide binding protein (G protein), beta polypeptide 1","04062; 04742; 04744"
"24401","Got1","glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)","00250; 00270; 00330; 00350; 00360; 00400; 01100"
"24404","Gpx1","glutathione peroxidase 1","00480; 00590; 05014; 05016"
"24406","Grik4","glutamate receptor, ionotropic, kainate 4","04080"
"24407","Grik5","glutamate receptor, ionotropic, kainate 5","04080"
"24408","Grin1","glutamate receptor, ionotropic, N-methyl D-aspartate 1","04020; 04080; 04720; 05010; 05014; 05016"
"24409","Grin2a","glutamate receptor, ionotropic, N-methyl D-aspartate 2A","04020; 04080; 04720; 05010; 05014; 05322"
"24410","Grin2b","glutamate receptor, ionotropic, N-methyl D-aspartate 2B","04080; 04720; 05010; 05014; 05016; 05322"
"24411","Grin2c","glutamate receptor, ionotropic, N-methyl D-aspartate 2C","04020; 04080; 04720; 05010; 05014"
"24412","Grin2d","glutamate receptor, ionotropic, N-methyl D-aspartate 2D","04020; 04080; 04720; 05010; 05014"
"24413","Nr3c1","nuclear receptor subfamily 3, group C, member 1","04080"
"24414","Grm1","glutamate receptor, metabotropic 1","04020; 04080; 04540; 04720; 04730; 05016"
"24415","Grm2","glutamate receptor, metabotropic 2","04080"
"24416","Grm3","glutamate receptor, metabotropic 3","04080"
"24417","Grm4","glutamate receptor, metabotropic 4","04080; 04742"
"24418","Grm5","glutamate receptor, metabotropic 5","04020; 04080; 04540; 04720; 04730; 05016"
"24419","Grm6","glutamate receptor, metabotropic 6","04080"
"24420","Gspt1","G1 to S phase transition 1","03015"
"24421","Gsta3","glutathione S-transferase A3","00480; 00980; 00982"
"24422","Gsta2","glutathione S-transferase A2","00480; 00980; 00982"
"24423","Gstm1","glutathione S-transferase mu 1","00480; 00980; 00982"
"24424","Gstm2","glutathione S-transferase mu 2","00480; 00980; 00982"
"24426","Gstp1","glutathione S-transferase pi 1","00480; 00980; 00982; 05215"
"24434","Gusb","glucuronidase, beta","00040; 00500; 00531; 00860; 00983; 01100; 04142"
"24437","H1f0","H1 histone family, member 0","NA"
"24438","Hist1h1t","histone cluster 1, H1t","NA"
"24439","Hagh","hydroxyacyl glutathione hydrolase","00620"
"24440","Hbb","hemoglobin, beta","05143; 05144"
"24442","Hd","hypodactyly","NA"
"24443","Hdc","histidine decarboxylase","00340; 01100"
"24446","Hgf","hepatocyte growth factor","04060; 04510; 05144; 05200; 05211; 05218"
"24448","Hrh1","histamine receptor H 1","04020; 04080"
"24450","Hmgcs2","3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial)","00072; 00280; 00650; 00900; 01100; 03320"
"24451","Hmox1","heme oxygenase (decycling) 1","00860"
"24452","Hoxa2","homeo box A2","NA"
"24453","Hoxa4","homeo box A4","NA"
"24457","Hoxb8","homeo box B8","NA"
"24459","Hoxc4","homeo box C4","NA"
"24460","Hoxc8","homeobox C8","NA"
"24464","Hp","haptoglobin","NA"
"24465","Hprt1","hypoxanthine phosphoribosyltransferase 1","00230; 00983; 01100"
"24468","Hspa8","heat shock protein 8","03040; 04010; 04141; 04144; 04612; 05145"
"24470","Hsd3b5","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 5","00140; 01100"
"24471","Hspb1","heat shock protein 1","04010; 04370; 05146"
"24472","Hspa1a","heat shock 70kD protein 1A","03040; 04010; 04141; 04144; 04612; 05020; 05145"
"24473","Htr1a","5-hydroxytryptamine (serotonin) receptor 1A","04080"
"24476","Iapp","islet amyloid polypeptide","04950"
"24477","Ibsp","integrin-binding sialoprotein","04510; 04512"
"24479","Idh1","isocitrate dehydrogenase 1 (NADP+), soluble","00020; 00480; 01100; 04146"
"24481","Ifnb1","interferon beta 1, fibroblast","04060; 04380; 04620; 04622; 04623; 04630; 04650; 05142; 05160"
"24482","Igf1","insulin-like growth factor 1","04114; 04115; 04150; 04510; 04730; 04914; 04960; 05200; 05214; 05215; 05218; 05410; 05414"
"24483","Igf2","insulin-like growth factor 2","NA"
"24484","Igfbp3","insulin-like growth factor binding protein 3","04115"
"24485","Igh@","Immunoglobulin heavy chain gene cluster (V,D,J,C)","NA"
"24488","Ighen","IGH 3 enhancer sequence","NA"
"24491","Igkc","Immunoglobulin kappa constant region","NA"
"24492","Igl","immunoglobulin lambda chain complex","NA"
"24493","Il1a","interleukin 1 alpha","04010; 04060; 04210; 04380; 04640; 04940; 05020; 05140; 05323; 05332"
"24494","Il1b","interleukin 1 beta","04010; 04060; 04210; 04380; 04620; 04621; 04623; 04640; 04940; 05010; 05020; 05140; 05142; 05143; 05144; 05146; 05323; 05332"
"24495","Il3","interleukin 3","04060; 04210; 04630; 04640; 04664; 05310"
"24497","Il5","interleukin 5","04060; 04630; 04640; 04660; 04664; 04672; 05310; 05320; 05330"
"24498","Il6","interleukin 6","04060; 04620; 04621; 04623; 04630; 04640; 04672; 05020; 05142; 05143; 05144; 05146; 05200; 05323; 05332; 05410"
"24499","Il6r","interleukin 6 receptor","04060; 04630; 04640"
"24500","Il9r","interleukin 9 receptor","04060; 04630; 04640"
"24503","Ina","internexin neuronal intermediate filament protein, alpha","NA"
"24504","Inha","inhibin alpha","NA"
"24505","Ins1","insulin 1","04114; 04140; 04150; 04810; 04910; 04914; 04930; 04940; 04950; 04960; 05215"
"24506","Ins2","insulin 2","04114; 04140; 04150; 04810; 04910; 04914; 04930; 04940; 04950; 04960; 05215"
"24508","Irf1","interferon regulatory factor 1","05160"
"24511","Itgb1","integrin, beta 1","04145; 04360; 04510; 04512; 04514; 04670; 04810; 05100; 05140; 05145; 05200; 05222; 05410; 05412; 05414"
"24513","Ivd","isovaleryl-CoA dehydrogenase","00280; 01100"
"24514","Jak2","Janus kinase 2","04062; 04630; 04920; 05140; 05145"
"24516","Jun","jun proto-oncogene","04010; 04012; 04310; 04380; 04510; 04620; 04660; 04662; 04722; 04912; 05140; 05142; 05200; 05210; 05211; 05323"
"24517","Junb","jun B proto-oncogene","04380"
"24518","Jund","jun D proto-oncogene","04010; 04380"
"24520","Kcna1","potassium voltage-gated channel, shaker-related subfamily, member 1","NA"
"24521","Kcnj1","potassium inwardly-rectifying channel, subfamily J, member 1","04960; 04971"
"24522","Zfp354a","zinc finger protein 354A","NA"
"24523","Klk1c7","kallikrein 1-related peptidase C7","NA"
"24525","Kras","v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog","04010; 04012; 04062; 04320; 04360; 04370; 04530; 04540; 04650; 04660; 04662; 04664; 04720; 04722; 04730; 04810; 04910; 04912; 04914; 04916; 04960; 05160; 05200; 05210; 05211; 05212; 05213; 05214; 05215; 05216; 05218; 05219; 05220; 05221; 05223"
"24528","Lalba","lactalbumin, alpha","00052; 01100"
"24530","Lcat","lecithin cholesterol acyltransferase","00564"
"24533","Ldha","lactate dehydrogenase A","00010; 00270; 00620; 00640; 01100"
"24534","Ldhb","lactate dehydrogenase B","00010; 00270; 00620; 00640; 01100"
"24536","Lepr","leptin receptor","04060; 04080; 04630; 04920"
"24538","Lipc","lipase, hepatic","00561; 01100"
"24539","Lpl","lipoprotein lipase","00561; 03320; 05010"
"24540","Lre3","LINE retrotransposable element 3","NA"
"24546","Slco2a1","solute carrier organic anion transporter family, member 2a1","NA"
"24547","Mbp","myelin basic protein","NA"
"24548","Mbl1","mannose-binding lectin (protein A) 1","04145; 04610; 05150"
"24551","Mdh1","malate dehydrogenase 1, NAD (soluble)","00020; 00620; 00630; 01100; 04964"
"24552","Me1","malic enzyme 1, NADP(+)-dependent, cytosolic","00620; 01100; 03320"
"24553","Met","met proto-oncogene","04060; 04144; 04360; 04510; 04520; 05100; 05144; 05200; 05211; 05218"
"24555","Mlvi2","Moloney murine leukemia virus (MoMuLV) integration site 2 homolog","NA"
"24558","Mog","myelin oligodendrocyte glycoprotein","NA"
"24559","Mos","Moloney sarcoma oncogene","04010; 04114; 04810; 04914"
"24560","Cd200","Cd200 molecule","NA"
"24561","Mpg","N-methylpurine-DNA glycosylase","03410"
"24564","Mpz","myelin protein zero","04514"
"24565","Abcc1","ATP-binding cassette, subfamily C (CFTR/MRP), member 1","02010; 04977"
"24566","Mst1","Macrophage stimulating 1 (hepatocyte growth factor-like)","NA"
"24567","Mt1a","metallothionein 1a","NA"
"24568","Mt1-ps1","metallothionein 1, pseudogene 1","NA"
"24569","Mt1-ps2","metallothionein 1, pseudogene 2","NA"
"24571","Muc1","mucin 1, cell surface associated","NA"
"24572","Muc2","mucin 2, oligomeric mucus/gel-forming","05146"
"24574","Mup1","major urinary protein 1","NA"
"24575","Mx1","myxovirus (influenza virus) resistance 1","NA"
"24577","Myc","myelocytomatosis oncogene","04010; 04012; 04110; 04310; 04350; 04630; 05200; 05210; 05213; 05216; 05219; 05220; 05221; 05222"
"24581","Mycs","myc-like oncogene, s-myc protein","NA"
"24582","Myh11","myosin, heavy chain 11, smooth muscle","04270; 04530; 05416"
"24583","Myh3","myosin, heavy chain 3, skeletal muscle, embryonic","04530; 05416"
"24584","Mylpf","myosin light chain, phosphorylatable, fast skeletal muscle","04510; 04530; 04670; 04810"
"24585","Myl3","myosin, light chain 3, alkali; ventricular, skeletal, slow","04260; 05410; 05414"
"24586","Ncam1","neural cell adhesion molecule 1","04514; 05020"
"24587","Nefh","neurofilament, heavy polypeptide","05014"
"24588","Nefm","neurofilament, medium polypeptide","05014"
"24590","Mme","membrane metallo-endopeptidase","04614; 04640; 04974; 05010"
"24591","Neu1","sialidase 1 (lysosomal sialidase)","00511; 00600; 04142"
"24592","Nf1","neurofibromin 1","04010"
"24594","Klk1","kallikrein 1","NA"
"24596","Ngfr","nerve growth factor receptor","04060; 04722"
"24598","Nos1","nitric oxide synthase 1, neuronal","00330; 01100; 04020; 04145; 04730; 04970; 05010; 05014"
"24599","Nos2","nitric oxide synthase 2, inducible","00330; 01100; 04020; 04146; 05140; 05142; 05145; 05146; 05200; 05222"
"24600","Nos3","nitric oxide synthase 3, endothelial cell","00330; 01100; 04020; 04370"
"24602","Nppa","natriuretic peptide A","NA"
"24603","Npr1","natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)","00230; 04270"
"24604","Npy","neuropeptide Y","04920"
"24605","Nras","neuroblastoma ras oncogene","04010; 04012; 04062; 04360; 04370; 04530; 04540; 04650; 04660; 04662; 04664; 04720; 04722; 04730; 04810; 04910; 04912; 04916; 05160; 05200; 05211; 05213; 05214; 05215; 05216; 05218; 05219; 05220; 05221; 05223"
"24609","Odc1","ornithine decarboxylase 1","00330; 00480; 01100"
"24610","Odf1","outer dense fiber of sperm tails 1","NA"
"24611","Gnal","guanine nucleotide binding protein, alpha stimulating, olfactory type","04020; 04740; 05142; 05146"
"24612","Omp","olfactory marker protein","NA"
"24613","Oprd1","opioid receptor, delta 1","04080"
"24614","Orm1","orosomucoid 1","NA"
"24615","S100a4","S100 calcium-binding protein A4","NA"
"24616","Pah","phenylalanine hydroxylase","00360; 00400; 01100"
"24617","Serpine1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","04115; 04610; 05142"
"24618","Reg3b","regenerating islet-derived 3 beta","NA"
"24620","Reg3g","regenerating islet-derived 3 gamma","NA"
"24624","Pccb","propionyl CoA carboxylase, beta polypeptide","00280; 00630; 00640; 01100"
"24626","Pde4b","phosphodiesterase 4B, cAMP specific","00230"
"24627","Pde4d","phosphodiesterase 4D, cAMP-specific","00230"
"24628","Pdgfb","platelet-derived growth factor beta polypeptide","04010; 04510; 04540; 04810; 05200; 05211; 05214; 05215; 05218"
"24629","Pdgfrb","platelet derived growth factor receptor, beta polypeptide","04010; 04020; 04060; 04510; 04540; 04810; 05200; 05214; 05215; 05218"
"24631","Rhox5","reproductive homeobox 5","NA"
"24638","Pfkfb1","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1","00051"
"24640","Pfkfb2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2","00051"
"24641","Flg","filaggrin","NA"
"24642","Pgam1","phosphoglycerate mutase 1 (brain)","00010; 01100"
"24644","Pgk1","phosphoglycerate kinase 1","00010; 01100"
"24645","Pgm1","phosphoglucomutase 1","00010; 00030; 00052; 00230; 00500; 00520; 01100"
"24646","Abcb1b","ATP-binding cassette, subfamily B (MDR/TAP), member 1B","02010; 04976"
"24647","Pgy4","P-glycoprotein 4","NA"
"24648","Serpina1","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1","04610"
"24649","Pim1","pim-1 oncogene","04630; 05221"
"24650","Pkd1","polycystic kidney disease 1 homolog (human)","NA"
"24651","Pklr","pyruvate kinase, liver and RBC","00010; 00230; 00620; 01100; 04910; 04930; 04950"
"24653","Pla2g4a","phospholipase A2, group IVA (cytosolic, calcium-dependent)","00564; 00565; 00590; 00591; 00592; 01100; 04010; 04270; 04370; 04664; 04666; 04730; 04912; 04972; 04975; 05145"
"24654","Plcb1","phospholipase C, beta 1 (phosphoinositide-specific)","00562; 01100; 04020; 04062; 04070; 04270; 04310; 04540; 04720; 04730; 04912; 04916; 04970; 04971; 04972; 05010; 05016; 05142; 05143; 05146"
"24655","Plcd1","phospholipase C, delta 1","00562; 01100; 04020; 04070"
"24656","Prl4a1","prolactin family 4, subfamily a, member 1","NA"
"24657","Prl6a1","prolactin family 6, subfamily a, member 1","NA"
"24658","Prl8a3","prolactin family 8, subfamily a, member 3","NA"
"24659","Pmch","pro-melanin-concentrating hormone","NA"
"24660","Pmp22","peripheral myelin protein 22","NA"
"24661","Pnmt","phenylethanolamine-N-methyltransferase","00350; 01100"
"24664","Pomc","proopiomelanocortin","04916; 04920"
"24666","Ppm1a","protein phosphatase 1A, magnesium dependent, alpha isoform","04010"
"24667","Ppm1b","protein phosphatase 1B, magnesium dependent, beta isoform","04010"
"24668","Ppp1ca","protein phosphatase 1, catalytic subunit, alpha isozyme","04114; 04270; 04510; 04720; 04810; 04910"
"24669","Ppp1cc","protein phosphatase 1, catalytic subunit, gamma isozyme","04114; 04270; 04510; 04720; 04810; 04910"
"24670","Ppp1cc2","Protein phosphatase 1, catalytic subunit, gamma isoform 2 (possible alternative product of Ppp1cc1 gene)","NA"
"24671","Ppp1cd","protein phosphatase type 1 delta","NA"
"24672","Ppp2ca","protein phosphatase 2, catalytic subunit, alpha isoform","03015; 04114; 04310; 04350; 04530; 04730; 05142; 05160"
"24673","Ppp2cb","protein phosphatase 2, catalytic subunit, beta isoform","03015; 04114; 04310; 04350; 04530; 04730; 05142; 05160"
"24674","Ppp3ca","protein phosphatase 3, catalytic subunit, alpha isoform","04010; 04020; 04114; 04210; 04310; 04360; 04370; 04380; 04650; 04660; 04662; 04720; 05010; 05014"
"24675","Ppp3cb","protein phosphatase 3, catalytic subunit, beta isozyme","04010; 04020; 04114; 04210; 04310; 04360; 04370; 04380; 04650; 04660; 04662; 04720; 05010; 05014"
"24677","Ppy","pancreatic polypeptide","NA"
"24678","Pkib","protein kinase (cAMP-dependent, catalytic) inhibitor beta","NA"
"24679","Prkar2b","protein kinase, cAMP dependent regulatory, type II beta","04210; 04910"
"24680","Prkca","protein kinase C, alpha","04010; 04012; 04020; 04070; 04270; 04310; 04370; 04510; 04530; 04540; 04650; 04664; 04666; 04670; 04720; 04730; 04912; 04916; 04960; 04970; 04971; 04972; 05143; 05146; 05200; 05214; 05223"
"24681","Prkcg","protein kinase C, gamma","04010; 04012; 04020; 04070; 04270; 04310; 04370; 04510; 04530; 04540; 04650; 04664; 04666; 04670; 04720; 04730; 04916; 04960; 04970; 04971; 04972; 05143; 05146; 05200; 05214; 05223"
"24683","Prl","prolactin","04060; 04080; 04630"
